Lat,Long,pref_name_for_society,soc_id,Community marriage organization,Cousin marriages permitted,Cousin marriages permitted: subtypes,Cousin marriages preferred,Cousin marriages preferred: subtypes,Domestic organization,Marital composition: monogamy and polygamy,Marital residence with kin: alternate,Marital residence with kin: change after first years,Marital residence with kin: first years,Marital residence with kin: prevailing pattern,Organization of clan communities,Transactions at marriage: alternate type,Transactions at marriage: prevailing type,Transfer of residence at marriage: alternate,Transfer of residence at marriage: prevailing pattern,Community marriage organization_numeric,Cousin marriages permitted_numeric,Cousin marriages permitted: subtypes_numeric,Cousin marriages preferred_numeric,Cousin marriages preferred: subtypes_numeric,Domestic organization_numeric,Marital composition: monogamy and polygamy_numeric,Marital residence with kin: alternate_numeric,Marital residence with kin: change after first years_numeric,Marital residence with kin: first years_numeric,Marital residence with kin: prevailing pattern_numeric,Organization of clan communities_numeric,Transactions at marriage: alternate type_numeric,Transactions at marriage: prevailing type_numeric,Transfer of residence at marriage: alternate_numeric,Transfer of residence at marriage: prevailing pattern_numeric
20.0,-5.0,Barabish,Cc7,"Segmented, no exogamy",Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,0,4,0,1,2,0,6,1,8,8,2,4,1,2,3
20.0,35.0,Bisharin,Ca5,Clans,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,0,4,0,1,2,0,6,0,10,8,0,4,1,2,3
20.0,36.0,Amarar,Ca35,Agamous,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,0,4,0,1,2,0,6,0,10,8,2,4,1,2,3
20.0,77.0,Gujarati,Ef9,"Segmented, exogamy",Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Dowry,Bride-wealth,No alternate,Wife to husband,4,1,0,3,0,2,0,6,1,8,8,2,2,1,2,3
20.0,81.0,Muria Gond,Eg13,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,0,1,0,3,0,7,0,6,1,8,8,2,0,1,2,3
20.0,95.0,Burmese,Ei3,Demes,Any first cousins,Quadrilateral,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Virilocal,Different,Uxorilocal,Neolocal,No exogamous clans,No alternate,Dowry,Wife to husband,Ambi/neo-local,2,0,4,7,4,3,1,10,0,10,7,2,4,2,4,0
20.0,101.0,Lamet,Ej1,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Different,Uxorilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,5,3,7,14,3,2,0,5,0,10,8,2,0,1,0,3
20.49,92.64,Mogh,Ei9,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,1,0,3,0,2,0,6,1,8,8,2,4,1,2,3
21.0,17.0,Teda,Cc2,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,5,2,7,4,6,4,6,0,10,8,2,4,1,2,3
21.0,85.0,Hill Bhuiya,Eg7,Clans,Cross-cousin,Duolateral,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,1,0,7,4,3,1,6,1,8,8,0,4,1,2,3
21.0,100.0,Akha,Ej7,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,4,1,7,4,2,0,6,1,8,8,2,4,4,2,3
21.0,105.0,Muong,Ej13,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,5,2,7,4,7,0,6,0,10,8,0,4,1,2,3
22.0,-105.0,Huichol,Ni3,Demes,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Insignificant,No alternate,Ambi/neo-local,2,0,4,7,4,7,0,6,0,10,2,2,4,4,2,0
22.0,-100.0,Chichimeca,Ni5,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,4,1,7,4,3,1,10,1,0,0,2,4,4,4,0
22.0,-15.0,Delim,Cc17,Agamous,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,0,4,0,1,7,0,6,1,8,8,2,4,1,2,3
22.0,-13.0,Regeibat,Cc1,Clans,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,0,4,0,1,7,0,6,1,8,8,0,4,1,2,3
22.0,74.0,Bhil,Ef5,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,5,2,7,4,7,0,6,1,8,8,2,4,1,2,3
22.0,81.0,Baiga,Eg9,Clans,Cross-cousin,Duolateral,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,1,0,7,4,5,3,6,1,8,8,0,4,1,2,3
22.0,85.0,Ho,Ef4,Clans,Matrilateral cross only,Unilateral,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,3,7,7,4,5,3,6,1,8,8,0,4,1,2,3
22.0,85.0,Kol,Eg8,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,4,1,7,4,7,0,6,1,8,8,2,4,1,2,3
22.0,93.0,Maras,Ei4,Agamous,Maternal only,Duolateral,Maternal: MoBrDa,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,2,0,6,3,2,0,6,1,8,8,2,4,1,2,3
22.0,94.0,Chin,Ei19,Agamous,Matrilateral cross only,Unilateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,0,3,7,7,4,2,0,5,1,8,8,2,4,1,0,3
22.05,121.55,Tao,Ia14,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,4,1,7,4,3,1,6,1,11,11,2,4,4,2,3
22.44,120.77,Paiwan,Ia6,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,Minimal extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,2,5,2,7,4,1,0,9,1,1,1,2,4,1,1,0
22.7,121.05,Ami,Ia9,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Monogamous,No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,5,5,2,7,4,7,1,6,1,6,6,2,4,4,2,1
23.0,6.0,Tuareg Ahaggar,Cc9,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, monogamous",Monogamous,Uxorilocal,Different,Uxorilocal,Avuncu-virilocal,Clans,No alternate,Bride-wealth,Husband to wife,Wife to husband,1,1,0,4,3,3,1,9,0,10,4,0,4,1,1,3
23.0,33.0,Barabra,Cd1,Agamous,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,0,4,0,1,2,0,6,0,10,8,2,4,1,2,3
23.0,85.0,Kurukh,Ef6,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,4,1,7,4,7,0,6,1,8,8,2,4,1,2,3
23.0,88.0,Bengali,Ef2,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-wealth,Dowry,No alternate,Wife to husband,5,5,2,7,4,0,0,6,1,8,8,2,1,2,2,3
23.0,92.0,Chakma,Ei10,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,1,5,2,7,4,2,0,5,1,8,8,0,4,1,0,3
23.0,92.0,Kuki,Ei20,Clans,Matrilateral cross only,Unilateral,None preferred,None preferred,Minimal extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,3,7,7,4,1,3,6,1,8,8,0,4,1,2,3
23.0,113.0,Cantonese,Ed16,Agamous,Trilateral,Trilateral,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,10,6,7,4,7,0,6,1,8,8,2,4,1,2,3
23.0,121.0,Puyuma,Ia11,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,2,5,2,7,4,3,1,10,1,0,0,2,4,4,4,0
24.0,34.0,Ababda,Ca34,Agamous,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,0,4,0,1,2,0,6,0,10,8,2,4,1,2,3
24.0,87.0,Santal,Ef1,Exogamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,4,1,7,4,7,0,6,1,8,8,2,4,1,2,3
24.0,115.0,Min Chinese,Ed6,Demes,Maternal only,Duolateral,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,2,2,0,7,4,7,0,6,1,8,8,2,4,1,2,3
24.0,121.0,Atayal,Ia1,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Minimal extended,Monogamous,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,0,5,2,7,4,1,1,9,1,1,1,2,4,1,1,0
24.0,121.0,Bunun,Ia10,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Monogamous,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,5,2,7,4,7,1,6,1,8,8,2,4,1,2,3
25.0,33.0,Egyptians,Cd2,Demes,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,2,0,4,0,1,7,0,6,0,10,8,2,4,1,2,3
25.0,68.0,Sindhi,Ea1,Demes,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Dowry,Bride-wealth,No alternate,Wife to husband,2,0,4,7,4,7,0,6,1,8,8,2,2,1,2,3
25.0,94.0,Aimol,Ei11,Agamous,Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-wealth,Bride-service,No alternate,Wife to husband,0,3,7,14,3,2,0,6,1,8,8,2,1,0,2,3
25.0,94.0,Purum,Ei6,Agamous,Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,Minimal extended,Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,Dowry,Bride-service,No alternate,Wife to husband,0,3,7,14,3,1,0,6,0,10,8,2,2,0,2,3
26.0,91.0,Garo,Ei1,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Minimal extended,Limited polygyny,Avunculocal,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Husband to wife,0,1,0,4,3,1,0,3,1,6,6,2,4,4,4,1
26.0,92.0,Khasi,Ei8,"Segmented, no exogamy",Cross-cousin,Duolateral,None preferred,None preferred,Large extended,Monogamous,No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,5,1,0,7,4,0,1,6,1,6,6,2,4,4,2,1
26.0,94.0,Rengma,Ei15,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,3,7,14,3,2,0,6,1,8,8,2,4,1,2,3
26.0,95.0,Sema,Ei16,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,3,7,14,3,2,0,6,1,8,8,2,4,1,2,3
26.0,97.0,Kachin,Ei5,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,Small extended,Limited polygyny,Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,5,3,7,14,3,7,0,5,1,8,8,2,4,1,0,3
26.0,100.0,Minchia,Ed8,Demes,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,2,0,4,7,4,7,0,6,1,8,8,2,4,1,2,3
26.0,107.0,Miao,Ed4,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,1,0,3,0,2,0,6,1,8,8,2,4,1,2,3
26.16,127.8,Okinawans,Ed7,Agamous,Only second cousins,Only second cousins,None preferred,None preferred,Minimal extended,Monogamous,Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,Dowry,Token bride-wealth,Ambi/neo-local,Wife to husband,0,6,3,7,4,1,1,5,1,8,8,2,2,5,0,3
27.0,-81.0,Seminole,Ng2,Clans,Some second only,Some second only,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Matrilocal,Matrilocal,Clans,No alternate,Insignificant,No alternate,Husband to wife,1,9,5,7,4,3,1,6,1,6,6,0,4,4,2,1
27.0,94.0,Ao,Ei14,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Token bride-wealth,No alternate,Wife to husband,5,4,1,7,4,3,1,6,1,8,8,2,4,5,2,3
27.0,94.0,Lhota,Ei2,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Neolocal,Different,Uxorilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,5,3,7,14,3,5,3,5,0,10,8,2,0,1,0,3
28.0,-110.0,Yaqui,Ni7,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,5,2,7,4,7,0,6,1,11,11,2,4,4,2,3
28.0,-107.0,Tarahumara,Ni1,Demes,Only second cousins,Only second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Ambilocal,Different,Uxorilocal,Neolocal,No exogamous clans,No alternate,Bride-service,No alternate,Ambi/neo-local,2,6,3,7,4,2,0,0,0,10,7,2,4,0,2,0
28.0,47.0,Mutair,Cj5,Demes,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,2,0,4,0,1,2,0,6,1,8,8,2,4,1,2,3
28.0,84.0,Magar,Ee8,Agamous,Matrilateral cross only,Unilateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Dowry,Ambi/neo-local,Wife to husband,0,3,7,7,4,2,0,5,1,8,8,2,4,2,0,3
28.0,87.0,Sherpa,Ee6,Agamous,Only second cousins,Only second cousins,None preferred,None preferred,Polyandrous,Polyandrous,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Dowry,No alternate,Wife to husband,0,6,3,7,4,4,2,6,1,8,8,2,4,2,2,3
28.0,89.0,Lepcha,Ee3,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,5,2,7,4,7,0,6,1,8,8,2,4,1,2,3
28.0,95.0,Adi,Ee1,Agamous,Matrilateral cross only,Unilateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,0,3,7,7,4,2,0,5,1,11,11,2,0,1,0,3
29.0,-112.0,Seri,Ni4,Agamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,Monogamous,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,4,1,7,4,7,1,6,1,11,11,2,4,1,2,3
29.0,26.0,Siwans,Cc3,Demes,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,2,0,4,7,4,7,0,6,1,8,8,2,4,1,2,3
29.0,103.0,Lolo,Ed2,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Separate,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,1,0,4,3,2,0,6,0,9,8,0,4,1,2,3
30.0,-100.0,Lipan Apache,Nh24,Agamous,No first cousins,No first cousins,None preferred,None preferred,Large extended,Monogamous,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,0,4,1,7,4,0,1,6,1,10,10,2,4,4,2,1
30.0,9.0,Hamama,Cd13,Agamous,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,0,4,0,1,0,3,6,1,8,8,2,4,1,2,3
30.0,28.0,Saadi,Cd18,Demes,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,2,0,4,0,1,2,0,6,1,8,8,2,4,1,2,3
30.0,34.0,Basseri,Ea6,Demes,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,2,0,4,0,1,2,0,5,1,8,8,2,0,1,0,3
30.0,69.0,Marri,Ea10,Clans,Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,Small extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,Clans,Woman exchange,Bride-wealth,No alternate,Wife to husband,1,0,4,0,1,7,3,6,1,8,8,0,6,1,2,3
30.0,75.0,Indo-Iranian,Ef3,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,5,2,7,4,0,3,6,1,8,8,2,4,1,2,3
30.0,78.0,Pahari,Ef7,Agamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,4,1,7,4,7,0,6,1,8,8,2,4,1,2,3
30.0,91.0,Central Tibetans,Ee4,Agamous,Trilateral,Trilateral,None preferred,None preferred,Minimal extended,Polyandrous,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,Bride-wealth,Dowry,No alternate,Wife to husband,0,10,6,7,4,1,2,6,1,8,8,2,1,2,2,3
31.0,-115.0,Kiliwa,Nc34,Clans,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,2,0,6,1,8,8,0,4,1,2,3
31.0,-112.0,Tohono O'odham,Ni2,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,5,2,7,4,7,5,6,1,11,11,2,4,4,2,3
31.0,-111.0,Pima,Ni6,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,5,2,7,4,7,0,6,1,11,11,2,4,4,2,3
31.0,-108.0,Chiricahua,Nh1,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,5,2,7,4,7,5,10,1,0,0,2,4,4,4,0
